Participant,Experiment,Session,Group ,Block,Trial,Test_Type,Target Time,Pre-trial Interval,Reaction Time,Pre-feedback Interval,Constant Error,Absolute Error
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1519,1227,0,-245,245
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1407,717,0,-541,541
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1458,1146,0,-220,220
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1462,1017,0,60,60
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1415,1605,0,135,135
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1580,1945,0,240,240
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1569,995,0,-584,584
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1410,901,0,-393,393
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1476,1088,0,-457,457
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1466,926,0,-153,153
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1596,567,0,-233,233
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1587,1241,0,-192,192
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1419,974,0,-212,212
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1405,855,0,-502,502
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1550,877,0,-824,824
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1497,611,0,-204,204
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1557,1281,0,-400,400
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1515,750,0,-292,292
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1467,802,0,-293,293
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1575,1676,0,-240,240
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1531,1208,0,-20,20
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1454,1354,0,15,15
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1427,1133,0,139,139
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1458,889,0,-248,248
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1493,1321,0,-397,397
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1521,1138,0,-57,57
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1504,1411,0,-108,108
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1513,1333,0,-413,413
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1589,1011,0,-253,253
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1461,906,0,-216,216
125,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1428,1210,0,-268,268
125,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1485,909,0,-720,720
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1512,1201,0,-148,148
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1575,1322,0,-125,125
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1499,506,0,-76,76
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1596,469,0,-189,189
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1523,1009,0,-452,452
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1530,1453,0,-228,228
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1559,294,0,-157,157
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1476,315,0,-134,134
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1459,508,0,-325,325
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1429,254,0,-205,205
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1472,784,0,-115,115
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1511,331,0,-116,116
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1589,1153,0,-432,432
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1535,327,0,-248,248
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1434,266,0,-361,361
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1507,320,0,-304,304
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1492,1196,0,-609,609
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1448,450,0,-274,274
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1584,684,0,-265,265
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1550,698,0,-249,249
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1412,1069,0,-100,100
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1546,794,0,-332,332
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1547,311,0,-305,305
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1491,281,0,-140,140
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1489,405,0,-169,169
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1422,656,0,-116,116
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1446,864,0,-108,108
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1524,1144,0,-144,144
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1505,872,0,44,44
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1446,1126,0,255,255
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1565,899,0,-156,156
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1460,1118,0,-73,73
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1581,907,0,-245,245
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1555,1346,0,-63,63
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1480,307,0,20,20
126,Timing-Estimation,Retention,Random,0,1,Retention,1500,1424,594,0,-317,317
126,Timing-Estimation,Retention,Random,0,1,Retention,1700,1563,312,0,-5,5
126,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1420,529,0,-47,47
126,Timing-Estimation,Retention,Random,0,1,Retention,1900,1510,243,0,-203,203
126,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1499,383,0,-168,168
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1589,1249,0,-22,22
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1447,448,0,-517,517
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1439,386,0,-554,554
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1451,286,0,-20,20
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1531,309,0,88,88
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1472,578,0,-221,221
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1501,395,0,115,115
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1503,411,0,23,23
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1414,344,0,203,203
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1405,326,0,72,72
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1581,284,0,652,652
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1544,317,0,-184,184
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1564,319,0,-93,93
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1471,363,0,-16,16
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1417,393,0,236,236
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1544,441,0,108,108
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1569,290,0,131,131
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1543,290,0,360,360
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1567,340,0,220,220
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1429,518,0,-8,8
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1541,522,0,-92,92
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1441,272,0,156,156
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1424,522,0,155,155
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1482,598,0,419,419
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1554,544,0,-152,152
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1421,438,0,95,95
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1558,375,0,343,343
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1536,419,0,-160,160
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1512,443,0,-104,104
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1561,345,0,48,48
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1435,387,0,23,23
127,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1490,435,0,-16,16
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1458,565,0,244,244
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1513,386,0,509,509
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1482,379,0,68,68
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1508,346,0,339,339
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1554,602,0,-252,252
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1552,401,0,-148,148
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1466,1197,0,-5,5
127,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1572,301,0,252,252
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1509,3779,0,-189,189
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1435,2013,0,-571,571
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1564,1310,0,-487,487
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1403,905,0,-341,341
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1578,2173,0,-392,392
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1569,1434,0,-52,52
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1406,1019,0,51,51
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1426,1119,0,-195,195
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1402,842,0,-300,300
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1455,1330,0,143,143
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1554,1322,0,260,260
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1480,1508,0,-161,161
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1478,739,0,12,12
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1503,1448,0,-40,40
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1534,1409,0,-267,267
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1440,1206,0,19,19
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1401,1403,0,99,99
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1512,1671,0,-8,8
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1494,886,0,204,204
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1574,1783,0,319,319
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1581,971,0,451,451
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1464,694,0,475,475
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1595,1023,0,484,484
128,Timing-Estimation,Retention,Random,0,1,Retention,1900,1435,889,0,532,532
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1565,1081,0,287,287
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1458,753,0,456,456
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1413,590,0,440,440
128,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1474,875,0,-32,32
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1491,686,0,263,263
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1417,725,0,984,984
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1524,668,0,335,335
128,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1442,577,0,408,408
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1498,688,0,115,115
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1573,1094,0,380,380
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1439,704,0,755,755
128,Timing-Estimation,Retention,Random,0,1,Retention,1700,1587,600,0,788,788
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1454,758,0,67,67
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1449,619,0,379,379
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1568,460,0,587,587
128,Timing-Estimation,Retention,Random,0,1,Retention,1500,1545,449,0,435,435
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1402,374,0,-540,540
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1438,838,0,-276,276
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1414,881,0,-332,332
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1488,815,0,-292,292
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1544,694,0,-720,720
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1597,500,0,-464,464
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1483,665,0,-280,280
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1409,750,0,-471,471
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1519,436,0,-496,496
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1502,409,0,-257,257
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1524,578,0,-200,200
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1573,824,0,-208,208
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1469,536,0,36,36
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1401,517,0,348,348
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1485,543,0,-132,132
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1531,665,0,460,460
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1483,1098,0,388,388
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1595,335,0,139,139
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1494,629,0,194,194
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1527,904,0,244,244
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1491,9333,0,15,15
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1528,571,0,660,660
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1571,690,0,468,468
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1472,932,0,804,804
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1463,3219,0,320,320
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1500,619,0,903,903
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1537,499,0,548,548
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1473,570,0,811,811
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1595,728,0,624,624
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1472,803,0,988,988
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1444,528,0,632,632
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1411,358,0,660,660
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1551,520,0,776,776
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1415,537,0,484,484
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1562,635,0,335,335
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1464,722,0,964,964
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1471,707,0,628,628
129,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1493,775,0,815,815
129,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1505,1229,0,700,700
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1497,880,0,-317,317
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1460,930,0,147,147
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1520,968,0,-181,181
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1419,1102,0,-68,68
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1433,899,0,87,87
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1492,801,0,-25,25
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1511,1036,0,-89,89
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1476,877,0,-128,128
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1542,903,0,-145,145
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1444,791,0,-202,202
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1409,732,0,23,23
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1542,719,0,191,191
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1512,648,0,859,859
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1514,745,0,-796,796
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1471,637,0,44,44
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1527,755,0,307,307
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1507,781,0,-76,76
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1553,919,0,12,12
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1542,810,0,-125,125
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1461,479,0,187,187
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1503,1002,0,-308,308
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1405,831,0,-236,236
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1413,920,0,-85,85
130,Timing-Estimation,Retention,Random,0,1,Retention,1900,1580,718,0,11,11
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1559,748,0,-73,73
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1571,805,0,136,136
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1533,839,0,351,351
130,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1434,965,0,296,296
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1435,923,0,-232,232
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1573,985,0,-177,177
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1451,884,0,246,246
130,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1456,883,0,984,984
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1473,801,0,76,76
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1560,827,0,147,147
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1519,927,0,-253,253
130,Timing-Estimation,Retention,Random,0,1,Retention,1700,1445,900,0,-21,21
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1502,759,0,171,171
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1547,1088,0,20,20
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1485,1027,0,123,123
130,Timing-Estimation,Retention,Random,0,1,Retention,1500,1455,551,0,348,348
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1546,1144,0,-281,281
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1401,1685,0,-133,133
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1542,1483,0,195,195
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1592,1645,0,28,28
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1508,1761,0,232,232
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1523,1474,0,103,103
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1561,1339,0,108,108
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1464,694,0,-60,60
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1424,1347,0,15,15
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1565,1000,0,-148,148
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1554,1348,0,-161,161
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1504,1418,0,12,12
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1567,953,0,56,56
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1511,430,0,52,52
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1444,500,0,-69,69
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1566,633,0,40,40
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1540,1074,0,28,28
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1465,1303,0,268,268
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1481,964,0,136,136
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1495,795,0,-27,27
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1491,1725,0,99,99
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1410,805,0,251,251
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1413,1360,0,276,276
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1599,884,0,252,252
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1446,1903,0,231,231
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1430,1087,0,432,432
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1498,875,0,415,415
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1586,1019,0,392,392
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1426,896,0,280,280
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1562,706,0,384,384
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1445,741,0,216,216
131,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1465,292,0,32,32
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1598,983,0,-45,45
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1459,770,0,147,147
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1588,505,0,189,189
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1460,256,0,236,236
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1429,1098,0,211,211
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1501,320,0,275,275
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1439,967,0,403,403
131,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1572,826,0,227,227
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1491,3382,0,-536,536
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1499,1782,0,-324,324
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1458,1979,0,-204,204
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1530,1806,0,-269,269
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1586,1706,0,-480,480
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1575,1691,0,-321,321
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1584,2580,0,-157,157
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1564,1605,0,-221,221
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1445,1917,0,-184,184
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1449,1947,0,-53,53
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1480,1305,0,-128,128
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1407,2181,0,-203,203
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1427,2313,0,-129,129
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1455,1581,0,-147,147
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1457,2310,0,-308,308
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1511,3508,0,-192,192
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1411,1645,0,51,51
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1521,1346,0,357,357
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1490,2290,0,231,231
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1591,1281,0,140,140
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1450,3887,0,284,284
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1552,1353,0,-28,28
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1561,2235,0,219,219
132,Timing-Estimation,Retention,Random,0,1,Retention,1700,1487,1740,0,219,219
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1417,1699,0,288,288
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1433,1089,0,328,328
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1462,1151,0,288,288
132,Timing-Estimation,Retention,Random,0,1,Transfer,1800,1486,2107,0,7,7
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1427,1745,0,96,96
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1421,1563,0,184,184
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1446,1822,0,400,400
132,Timing-Estimation,Retention,Random,0,1,Transfer,1600,1534,1295,0,272,272
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1569,1552,0,131,131
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1422,1775,0,68,68
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1491,2000,0,43,43
132,Timing-Estimation,Retention,Random,0,1,Retention,1500,1420,2353,0,476,476
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1403,1612,0,355,355
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1424,1814,0,331,331
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1530,2343,0,116,116
132,Timing-Estimation,Retention,Random,0,1,Retention,1900,1575,2285,0,12,12
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1542,1281,0,-404,404
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1525,1281,0,-500,500
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1468,1234,0,-388,388
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1700,1444,1191,0,-396,396
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1542,1102,0,-561,561
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1527,1254,0,-432,432
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1514,1283,0,-361,361
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1800,1518,1237,0,-552,552
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1415,1278,0,-344,344
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1586,1275,0,-360,360
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1583,1260,0,-369,369
133,Timing-Estimation,Retention,Blocked,0,1,Transfer,1600,1426,1162,0,-352,352
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1483,1202,0,-189,189
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1521,1165,0,-164,164
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1478,1209,0,-315,315
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1500,1476,1441,0,-140,140
133,Timing-Estimation,Retention,Blocked,0,1,Retention,1900,1447,1328,0,-453,453
